id,plant_species,type,conspecific_pollen,pollen_total,heterospecific_pollen,year,day
22_Suc_B1_1,Succisa_pratensis,deposition_celkem,15,89,74,2022,12
22_Suc_B1_2,Succisa_pratensis,deposition_celkem,38,94,56,2022,12
22_Suc_B1_3,Succisa_pratensis,deposition_celkem,31,58,27,2022,12
22_Suc_B2_1,Succisa_pratensis,deposition_celkem,17,50,33,2022,12
22_Suc_B2_2,Succisa_pratensis,deposition_celkem,20,36,16,2022,12
22_Suc_B2_3,Succisa_pratensis,deposition_celkem,7,25,18,2022,12
22_Suc_B3_1,Succisa_pratensis,deposition_celkem,28,57,29,2022,12
22_Suc_B3_2,Succisa_pratensis,deposition_celkem,41,70,29,2022,12
22_Suc_B3_3,Succisa_pratensis,deposition_celkem,24,52,28,2022,12
22_Suc_B4_1,Succisa_pratensis,deposition_celkem,19,43,24,2022,12
22_Suc_B4_2,Succisa_pratensis,deposition_celkem,8,14,6,2022,12
22_Suc_B4_3,Succisa_pratensis,deposition_celkem,15,28,13,2022,12
22_Suc_B5_1,Succisa_pratensis,deposition_celkem,14,32,18,2022,12
22_Suc_B5_2,Succisa_pratensis,deposition_celkem,19,39,20,2022,12
22_Suc_B5_3,Succisa_pratensis,deposition_celkem,20,27,7,2022,12
22_Suc_B6_1,Succisa_pratensis,deposition_celkem,30,60,30,2022,12
22_Suc_B6_2,Succisa_pratensis,deposition_celkem,23,32,9,2022,12
22_Suc_B6_3,Succisa_pratensis,deposition_celkem,29,39,10,2022,12
22_Suc_B7_1,Succisa_pratensis,deposition_celkem,53,77,24,2022,12
22_Suc_B7_2,Succisa_pratensis,deposition_celkem,35,64,29,2022,12
22_Suc_B7_3,Succisa_pratensis,deposition_celkem,59,99,40,2022,12
22_Suc_B8_1,Succisa_pratensis,deposition_celkem,4,19,15,2022,12
22_Suc_B8_2,Succisa_pratensis,deposition_celkem,30,44,14,2022,12
22_Suc_B8_3,Succisa_pratensis,deposition_celkem,15,24,9,2022,12
22_Suc_B9_1,Succisa_pratensis,deposition_celkem,18,24,6,2022,12
22_Suc_B9_2,Succisa_pratensis,deposition_celkem,4,9,5,2022,12
22_Suc_B9_3,Succisa_pratensis,deposition_celkem,13,25,12,2022,12
22_Suc_B10_1,Succisa_pratensis,deposition_celkem,28,84,56,2022,12
22_Suc_B10_2,Succisa_pratensis,deposition_celkem,30,48,18,2022,12
22_Suc_B10_3,Succisa_pratensis,deposition_celkem,8,20,12,2022,12
22_Suc_B11_1,Succisa_pratensis,deposition_celkem,21,104,83,2022,12
22_Suc_B11_2,Succisa_pratensis,deposition_celkem,10,65,55,2022,12
22_Suc_B12_1,Succisa_pratensis,deposition_celkem,12,78,66,2022,12
22_Suc_B12_2,Succisa_pratensis,deposition_celkem,14,81,67,2022,12
22_Suc_B12_3,Succisa_pratensis,deposition_celkem,0,1,1,2022,12
22_Suc_B13_1,Succisa_pratensis,deposition_celkem,21,49,28,2022,12
22_Suc_B13_2,Succisa_pratensis,deposition_celkem,31,113,82,2022,12
22_Suc_B13_3,Succisa_pratensis,deposition_celkem,24,110,86,2022,12
22_Suc_B14_1,Succisa_pratensis,deposition_celkem,40,81,41,2022,12
22_Suc_B14_2,Succisa_pratensis,deposition_celkem,43,115,72,2022,12
22_Suc_B14_3,Succisa_pratensis,deposition_celkem,35,81,46,2022,12
22_Suc_B15_1,Succisa_pratensis,deposition_celkem,19,35,16,2022,12
22_Suc_B15_2,Succisa_pratensis,deposition_celkem,23,71,48,2022,12
22_Suc_B15_3,Succisa_pratensis,deposition_celkem,31,52,21,2022,12
22_Suc_B16_1,Succisa_pratensis,deposition_celkem,14,57,43,2022,12
22_Suc_B16_2,Succisa_pratensis,deposition_celkem,7,37,30,2022,12
22_Suc_B16_3,Succisa_pratensis,deposition_celkem,10,70,60,2022,12
22_Suc_B17_1,Succisa_pratensis,deposition_celkem,7,54,47,2022,12
22_Suc_B17_2,Succisa_pratensis,deposition_celkem,0,0,0,2022,12
22_Suc_B17_3,Succisa_pratensis,deposition_celkem,0,0,0,2022,12
22_Suc_B18_1,Succisa_pratensis,deposition_celkem,46,119,73,2022,12
22_Suc_B18_2,Succisa_pratensis,deposition_celkem,39,96,57,2022,12
22_Suc_B18_3,Succisa_pratensis,deposition_celkem,29,72,43,2022,12
22_Suc_B19_1,Succisa_pratensis,deposition_celkem,29,56,27,2022,12
22_Suc_B19_2,Succisa_pratensis,deposition_celkem,38,99,61,2022,12
22_Suc_B19_3,Succisa_pratensis,deposition_celkem,32,93,61,2022,12
22_Suc_B20_1,Succisa_pratensis,deposition_celkem,27,106,79,2022,12
22_Suc_B20_2,Succisa_pratensis,deposition_celkem,35,134,99,2022,12
22_Suc_B20_3,Succisa_pratensis,deposition_celkem,26,90,64,2022,12
22_Suc_B22_1,Succisa_pratensis,deposition_celkem,0,13,13,2022,12
22_Suc_B22_2,Succisa_pratensis,deposition_celkem,1,1,0,2022,12
22_Suc_B22_3,Succisa_pratensis,deposition_celkem,0,0,0,2022,12
22_Suc_B23_1,Succisa_pratensis,deposition_celkem,37,105,68,2022,12
22_Suc_B23_2,Succisa_pratensis,deposition_celkem,19,44,25,2022,12
22_Suc_B23_3,Succisa_pratensis,deposition_celkem,34,128,94,2022,12
22_Suc_B24_1,Succisa_pratensis,deposition_celkem,24,52,28,2022,12
22_Suc_B24_2,Succisa_pratensis,deposition_celkem,29,68,39,2022,12
22_Suc_B24_3,Succisa_pratensis,deposition_celkem,30,80,50,2022,12
22_Suc_B25_1,Succisa_pratensis,deposition_celkem,22,62,40,2022,12
22_Suc_B25_2,Succisa_pratensis,deposition_celkem,25,86,61,2022,12
22_Suc_B25_3,Succisa_pratensis,deposition_celkem,29,103,74,2022,12
22_Suc_B26_1,Succisa_pratensis,deposition_celkem,20,64,44,2022,12
22_Suc_B26_3,Succisa_pratensis,deposition_celkem,26,94,68,2022,12
22_Suc_B27_1,Succisa_pratensis,deposition_celkem,7,25,18,2022,12
22_Suc_B27_3,Succisa_pratensis,deposition_celkem,4,17,13,2022,12
22_Suc_B28_1,Succisa_pratensis,deposition_celkem,0,11,11,2022,12
22_Suc_B28_2,Succisa_pratensis,deposition_celkem,0,0,0,2022,12
22_Suc_B28_3,Succisa_pratensis,deposition_celkem,18,74,56,2022,12
22_Suc_B29_1,Succisa_pratensis,deposition_celkem,0,0,0,2022,12
22_Suc_B29_2,Succisa_pratensis,deposition_celkem,1,2,1,2022,12
22_Suc_B29_3,Succisa_pratensis,deposition_celkem,0,0,0,2022,12
22_Suc_B30_1,Succisa_pratensis,deposition_celkem,19,81,62,2022,12
22_Suc_B30_2,Succisa_pratensis,deposition_celkem,1,4,3,2022,12
22_Suc_B30_3,Succisa_pratensis,deposition_celkem,21,71,50,2022,12
23_Suc_B1_1,Succisa_pratensis,deposition_celkem,0,2,2,2023,12
23_Suc_B1_2,Succisa_pratensis,deposition_celkem,0,6,6,2023,12
23_Suc_B1_3,Succisa_pratensis,deposition_celkem,2,38,36,2023,12
23_Suc_B2_1,Succisa_pratensis,deposition_celkem,0,0,0,2023,12
23_Suc_B2_2,Succisa_pratensis,deposition_celkem,6,58,52,2023,12
23_Suc_B2_3,Succisa_pratensis,deposition_celkem,48,54,6,2023,12
23_Suc_B3_1,Succisa_pratensis,deposition_celkem,44,143,99,2023,12
23_Suc_B3_2,Succisa_pratensis,deposition_celkem,32,166,134,2023,12
23_Suc_B3_3,Succisa_pratensis,deposition_celkem,47,144,97,2023,12
23_Suc_B4_1,Succisa_pratensis,deposition_celkem,22,152,130,2023,12
23_Suc_B4_2,Succisa_pratensis,deposition_celkem,27,157,130,2023,12
23_Suc_B4_3,Succisa_pratensis,deposition_celkem,45,151,106,2023,12
23_Suc_B5_1,Succisa_pratensis,deposition_celkem,0,0,0,2023,12
23_Suc_B5_2,Succisa_pratensis,deposition_celkem,0,0,0,2023,12
23_Suc_B5_3,Succisa_pratensis,deposition_celkem,0,0,0,2023,12
23_Suc_B6_1,Succisa_pratensis,deposition_celkem,12,58,46,2023,12
23_Suc_B6_2,Succisa_pratensis,deposition_celkem,21,103,82,2023,12
23_Suc_B6_3,Succisa_pratensis,deposition_celkem,19,59,40,2023,12
23_Suc_B7_1,Succisa_pratensis,deposition_celkem,18,227,209,2023,12
23_Suc_B7_2,Succisa_pratensis,deposition_celkem,12,171,159,2023,12
23_Suc_B7_3,Succisa_pratensis,deposition_celkem,11,50,39,2023,12
23_Suc_B8_1,Succisa_pratensis,deposition_celkem,19,84,65,2023,12
23_Suc_B8_2,Succisa_pratensis,deposition_celkem,22,89,67,2023,12
23_Suc_B8_3,Succisa_pratensis,deposition_celkem,16,106,90,2023,12
23_Suc_B9_1,Succisa_pratensis,deposition_celkem,11,42,31,2023,12
23_Suc_B9_2,Succisa_pratensis,deposition_celkem,25,53,28,2023,12
23_Suc_B9_3,Succisa_pratensis,deposition_celkem,21,95,74,2023,12
23_Suc_B10_1,Succisa_pratensis,deposition_celkem,24,145,121,2023,12
23_Suc_B10_2,Succisa_pratensis,deposition_celkem,28,186,158,2023,12
23_Suc_B10_3,Succisa_pratensis,deposition_celkem,30,83,53,2023,12
23_Suc_B11_1,Succisa_pratensis,deposition_celkem,19,149,130,2023,12
23_Suc_B11_2,Succisa_pratensis,deposition_celkem,37,205,168,2023,12
23_Suc_B11_3,Succisa_pratensis,deposition_celkem,23,197,174,2023,12
23_Suc_B12_1,Succisa_pratensis,deposition_celkem,11,50,39,2023,12
23_Suc_B12_2,Succisa_pratensis,deposition_celkem,1,25,24,2023,12
23_Suc_B12_3,Succisa_pratensis,deposition_celkem,2,13,11,2023,12
23_Suc_B13_1,Succisa_pratensis,deposition_celkem,1,1,0,2023,12
23_Suc_B13_2,Succisa_pratensis,deposition_celkem,0,0,0,2023,12
23_Suc_B13_3,Succisa_pratensis,deposition_celkem,21,42,21,2023,12
23_Suc_B14_1,Succisa_pratensis,deposition_celkem,53,68,15,2023,12
23_Suc_B14_2,Succisa_pratensis,deposition_celkem,18,40,22,2023,12
23_Suc_B14_3,Succisa_pratensis,deposition_celkem,40,59,19,2023,12
23_Suc_B15_1,Succisa_pratensis,deposition_celkem,3,18,15,2023,12
23_Suc_B15_2,Succisa_pratensis,deposition_celkem,0,1,1,2023,12
23_Suc_B15_3,Succisa_pratensis,deposition_celkem,0,1,1,2023,12
23_Suc_B16_1,Succisa_pratensis,deposition_celkem,17,39,22,2023,12
23_Suc_B16_2,Succisa_pratensis,deposition_celkem,32,55,23,2023,12
23_Suc_B16_3,Succisa_pratensis,deposition_celkem,19,43,24,2023,12
23_Suc_B17_1,Succisa_pratensis,deposition_celkem,37,66,29,2023,12
23_Suc_B17_2,Succisa_pratensis,deposition_celkem,33,76,43,2023,12
23_Suc_B17_3,Succisa_pratensis,deposition_celkem,11,23,12,2023,12
23_Suc_B18_1,Succisa_pratensis,deposition_celkem,18,40,22,2023,12
23_Suc_B18_2,Succisa_pratensis,deposition_celkem,17,59,42,2023,12
23_Suc_B18_3,Succisa_pratensis,deposition_celkem,19,38,19,2023,12
23_Suc_B19_1,Succisa_pratensis,deposition_celkem,10,10,0,2023,12
23_Suc_B19_2,Succisa_pratensis,deposition_celkem,0,0,0,2023,12
23_Suc_B19_3,Succisa_pratensis,deposition_celkem,0,1,1,2023,12
23_Suc_B20_1,Succisa_pratensis,deposition_celkem,43,100,57,2023,12
23_Suc_B20_2,Succisa_pratensis,deposition_celkem,24,91,67,2023,12
23_Suc_B20_3,Succisa_pratensis,deposition_celkem,21,50,29,2023,12
23_Suc_B21_1,Succisa_pratensis,deposition_celkem,14,43,29,2023,12
23_Suc_B21_2,Succisa_pratensis,deposition_celkem,47,77,30,2023,12
23_Suc_B21_3,Succisa_pratensis,deposition_celkem,29,70,41,2023,12
23_Suc_B22_1,Succisa_pratensis,deposition_celkem,11,35,24,2023,12
23_Suc_B22_2,Succisa_pratensis,deposition_celkem,9,136,127,2023,12
23_Suc_B22_3,Succisa_pratensis,deposition_celkem,5,22,17,2023,12
23_Suc_B23_1,Succisa_pratensis,deposition_celkem,32,70,38,2023,12
23_Suc_B23_2,Succisa_pratensis,deposition_celkem,19,47,28,2023,12
23_Suc_B23_3,Succisa_pratensis,deposition_celkem,NA,NA,NA,2023,12
23_Suc_B24_1,Succisa_pratensis,deposition_celkem,24,83,59,2023,12
23_Suc_B24_2,Succisa_pratensis,deposition_celkem,57,116,59,2023,12
23_Suc_B24_3,Succisa_pratensis,deposition_celkem,45,104,59,2023,12
23_Suc_B25_1,Succisa_pratensis,deposition_celkem,26,72,46,2023,12
23_Suc_B25_2,Succisa_pratensis,deposition_celkem,43,89,46,2023,12
23_Suc_B25_3,Succisa_pratensis,deposition_celkem,52,129,77,2023,12
23_Suc_B26_1,Succisa_pratensis,deposition_celkem,38,70,32,2023,12
23_Suc_B26_2,Succisa_pratensis,deposition_celkem,25,56,31,2023,12
23_Suc_B26_3,Succisa_pratensis,deposition_celkem,32,65,33,2023,12
23_Suc_B27_1,Succisa_pratensis,deposition_celkem,18,52,34,2023,12
23_Suc_B27_2,Succisa_pratensis,deposition_celkem,22,52,30,2023,12
23_Suc_B27_3,Succisa_pratensis,deposition_celkem,19,38,19,2023,12
23_Suc_B28_1,Succisa_pratensis,deposition_celkem,2,18,16,2023,12
23_Suc_B28_2,Succisa_pratensis,deposition_celkem,20,81,61,2023,12
23_Suc_B28_3,Succisa_pratensis,deposition_celkem,7,80,73,2023,12
23_Suc_B29_1,Succisa_pratensis,deposition_celkem,2,8,6,2023,12
23_Suc_B29_2,Succisa_pratensis,deposition_celkem,17,46,29,2023,12
23_Suc_B29_3,Succisa_pratensis,deposition_celkem,26,120,94,2023,12
23_Suc_B30_1,Succisa_pratensis,deposition_celkem,45,181,136,2023,12
23_Suc_B30_2,Succisa_pratensis,deposition_celkem,20,85,65,2023,12
23_Suc_B30_3,Succisa_pratensis,deposition_celkem,29,90,61,2023,12
24_11_8_Suc_B1_1,Succisa_pratensis,deposition_celkem,NA,NA,NA,2024,11
24_11_8_Suc_B1_2,Succisa_pratensis,deposition_celkem,44,83,39,2024,11
24_11_8_Suc_B1_3,Succisa_pratensis,deposition_celkem,58,65,7,2024,11
24_11_8_Suc_B2_1,Succisa_pratensis,deposition_celkem,37,43,6,2024,11
24_11_8_Suc_B2_2,Succisa_pratensis,deposition_celkem,25,34,9,2024,11
24_11_8_Suc_B2_3,Succisa_pratensis,deposition_celkem,31,41,10,2024,11
24_11_8_Suc_B3_1,Succisa_pratensis,deposition_celkem,15,27,12,2024,11
24_11_8_Suc_B3_2,Succisa_pratensis,deposition_celkem,31,31,0,2024,11
24_11_8_Suc_B3_3,Succisa_pratensis,deposition_celkem,77,87,10,2024,11
24_11_8_Suc_B4_1,Succisa_pratensis,deposition_celkem,12,18,6,2024,11
24_11_8_Suc_B4_2,Succisa_pratensis,deposition_celkem,22,41,19,2024,11
24_11_8_Suc_B4_3,Succisa_pratensis,deposition_celkem,21,28,7,2024,11
24_11_8_Suc_B5_1,Succisa_pratensis,deposition_celkem,24,27,3,2024,11
24_11_8_Suc_B5_2,Succisa_pratensis,deposition_celkem,12,21,9,2024,11
24_11_8_Suc_B5_3,Succisa_pratensis,deposition_celkem,22,30,8,2024,11
24_11_8_Suc_B6_1,Succisa_pratensis,deposition_celkem,51,58,7,2024,11
24_11_8_Suc_B6_2,Succisa_pratensis,deposition_celkem,49,51,2,2024,11
24_11_8_Suc_B6_3,Succisa_pratensis,deposition_celkem,45,50,5,2024,11
24_11_8_Suc_B7_1,Succisa_pratensis,deposition_celkem,8,15,7,2024,11
24_11_8_Suc_B7_2,Succisa_pratensis,deposition_celkem,36,40,4,2024,11
24_11_8_Suc_B7_3,Succisa_pratensis,deposition_celkem,66,94,28,2024,11
24_11_8_Suc_B8_1,Succisa_pratensis,deposition_celkem,54,105,51,2024,11
24_11_8_Suc_B8_2,Succisa_pratensis,deposition_celkem,36,70,34,2024,11
24_11_8_Suc_B8_3,Succisa_pratensis,deposition_celkem,31,39,8,2024,11
24_11_8_Suc_B9_1,Succisa_pratensis,deposition_celkem,20,44,24,2024,11
24_11_8_Suc_B9_2,Succisa_pratensis,deposition_celkem,40,44,4,2024,11
24_11_8_Suc_B9_3,Succisa_pratensis,deposition_celkem,1,4,3,2024,11
24_11_8_Suc_B10_1,Succisa_pratensis,deposition_celkem,31,52,21,2024,11
24_11_8_Suc_B10_2,Succisa_pratensis,deposition_celkem,27,33,6,2024,11
24_11_8_Suc_B10_3,Succisa_pratensis,deposition_celkem,12,14,2,2024,11
24_11_8_Suc_B11_1,Succisa_pratensis,deposition_celkem,19,24,5,2024,11
24_11_8_Suc_B11_2,Succisa_pratensis,deposition_celkem,30,32,2,2024,11
24_11_8_Suc_B11_3,Succisa_pratensis,deposition_celkem,11,11,0,2024,11
24_11_8_Suc_B12_1,Succisa_pratensis,deposition_celkem,22,37,15,2024,11
24_11_8_Suc_B12_2,Succisa_pratensis,deposition_celkem,30,37,7,2024,11
24_11_8_Suc_B12_3,Succisa_pratensis,deposition_celkem,31,43,12,2024,11
24_11_8_Suc_B13_1,Succisa_pratensis,deposition_celkem,62,69,7,2024,11
24_11_8_Suc_B13_2,Succisa_pratensis,deposition_celkem,43,48,5,2024,11
24_11_8_Suc_B13_3,Succisa_pratensis,deposition_celkem,34,37,3,2024,11
24_11_8_Suc_B14_1,Succisa_pratensis,deposition_celkem,39,52,13,2024,11
24_11_8_Suc_B14_2,Succisa_pratensis,deposition_celkem,28,30,2,2024,11
24_11_8_Suc_B14_3,Succisa_pratensis,deposition_celkem,26,48,22,2024,11
24_11_8_Suc_B15_1,Succisa_pratensis,deposition_celkem,1,2,1,2024,11
24_11_8_Suc_B15_2,Succisa_pratensis,deposition_celkem,18,36,18,2024,11
24_11_8_Suc_B15_3,Succisa_pratensis,deposition_celkem,7,9,2,2024,11
24_11_8_Suc_B16_1,Succisa_pratensis,deposition_celkem,33,45,12,2024,11
24_11_8_Suc_B16_2,Succisa_pratensis,deposition_celkem,30,40,10,2024,11
24_11_8_Suc_B16_3,Succisa_pratensis,deposition_celkem,30,46,16,2024,11
24_11_8_Suc_B17_1,Succisa_pratensis,deposition_celkem,45,49,4,2024,11
24_11_8_Suc_B17_2,Succisa_pratensis,deposition_celkem,28,29,1,2024,11
24_11_8_Suc_B17_3,Succisa_pratensis,deposition_celkem,40,53,13,2024,11
24_11_8_Suc_B18_1,Succisa_pratensis,deposition_celkem,20,22,2,2024,11
24_11_8_Suc_B18_2,Succisa_pratensis,deposition_celkem,56,63,7,2024,11
24_11_8_Suc_B18_3,Succisa_pratensis,deposition_celkem,43,50,7,2024,11
24_11_8_Suc_B19_1,Succisa_pratensis,deposition_celkem,82,84,2,2024,11
24_11_8_Suc_B19_2,Succisa_pratensis,deposition_celkem,81,83,2,2024,11
24_11_8_Suc_B19_3,Succisa_pratensis,deposition_celkem,55,56,1,2024,11
24_11_8_Suc_B20_1,Succisa_pratensis,deposition_celkem,8,19,11,2024,11
24_11_8_Suc_B20_2,Succisa_pratensis,deposition_celkem,18,22,4,2024,11
24_11_8_Suc_B20_3,Succisa_pratensis,deposition_celkem,11,13,2,2024,11
24_11_8_Suc_B21_1,Succisa_pratensis,deposition_celkem,21,25,4,2024,11
24_11_8_Suc_B21_2,Succisa_pratensis,deposition_celkem,21,28,7,2024,11
24_11_8_Suc_B21_3,Succisa_pratensis,deposition_celkem,26,27,1,2024,11
24_11_8_Suc_B22_1,Succisa_pratensis,deposition_celkem,16,25,9,2024,11
24_11_8_Suc_B22_2,Succisa_pratensis,deposition_celkem,29,34,5,2024,11
24_11_8_Suc_B22_3,Succisa_pratensis,deposition_celkem,13,16,3,2024,11
24_11_8_Suc_B23_1,Succisa_pratensis,deposition_celkem,10,11,1,2024,11
24_11_8_Suc_B23_2,Succisa_pratensis,deposition_celkem,23,27,4,2024,11
24_11_8_Suc_B23_3,Succisa_pratensis,deposition_celkem,15,16,1,2024,11
24_11_8_Suc_B24_1,Succisa_pratensis,deposition_celkem,51,65,14,2024,11
