id,plant_species,type,conspecific_pollen,pollen_total,heterospecific_pollen,year,day
24_14_8_Suc_B12_3,Succisa_pratensis,deposition_celkem,54,56,2,2024,14
24_14_8_Suc_B13_1,Succisa_pratensis,deposition_celkem,42,50,8,2024,14
24_14_8_Suc_B13_2,Succisa_pratensis,deposition_celkem,35,37,2,2024,14
24_14_8_Suc_B13_3,Succisa_pratensis,deposition_celkem,37,39,2,2024,14
24_14_8_Suc_B14_1,Succisa_pratensis,deposition_celkem,27,31,4,2024,14
24_14_8_Suc_B14_2,Succisa_pratensis,deposition_celkem,NA,NA,NA,2024,14
24_14_8_Suc_B14_3,Succisa_pratensis,deposition_celkem,23,24,1,2024,14
24_14_8_Suc_B15_1,Succisa_pratensis,deposition_celkem,9,11,2,2024,14
24_14_8_Suc_B15_2,Succisa_pratensis,deposition_celkem,14,16,2,2024,14
24_14_8_Suc_B15_3,Succisa_pratensis,deposition_celkem,18,19,1,2024,14
24_14_8_Suc_B16_1,Succisa_pratensis,deposition_celkem,21,32,11,2024,14
24_14_8_Suc_B16_2,Succisa_pratensis,deposition_celkem,27,33,6,2024,14
24_14_8_Suc_B16_3,Succisa_pratensis,deposition_celkem,25,32,7,2024,14
24_14_8_Suc_B17_1,Succisa_pratensis,deposition_celkem,6,27,21,2024,14
24_14_8_Suc_B17_2,Succisa_pratensis,deposition_celkem,5,10,5,2024,14
24_14_8_Suc_B17_3,Succisa_pratensis,deposition_celkem,10,33,23,2024,14
24_14_8_Suc_B18_1,Succisa_pratensis,deposition_celkem,18,20,2,2024,14
24_14_8_Suc_B18_2,Succisa_pratensis,deposition_celkem,21,29,8,2024,14
24_14_8_Suc_B18_3,Succisa_pratensis,deposition_celkem,42,47,5,2024,14
24_14_8_Suc_B19_1,Succisa_pratensis,deposition_celkem,1,3,2,2024,14
24_14_8_Suc_B19_2,Succisa_pratensis,deposition_celkem,5,6,1,2024,14
24_14_8_Suc_B19_3,Succisa_pratensis,deposition_celkem,31,35,4,2024,14
24_14_8_Suc_B20_1,Succisa_pratensis,deposition_celkem,20,24,4,2024,14
24_14_8_Suc_B20_2,Succisa_pratensis,deposition_celkem,2,6,4,2024,14
24_14_8_Suc_B20_3,Succisa_pratensis,deposition_celkem,22,30,8,2024,14
24_14_8_Suc_B21_1,Succisa_pratensis,deposition_celkem,13,34,21,2024,14
24_14_8_Suc_B21_2,Succisa_pratensis,deposition_celkem,10,50,40,2024,14
24_14_8_Suc_B21_3,Succisa_pratensis,deposition_celkem,18,94,76,2024,14
24_14_8_Suc_B22_1,Succisa_pratensis,deposition_celkem,0,0,0,2024,14
24_14_8_Suc_B22_2,Succisa_pratensis,deposition_celkem,7,7,0,2024,14
24_14_8_Suc_B22_3,Succisa_pratensis,deposition_celkem,0,0,0,2024,14
24_14_8_Suc_B23_1,Succisa_pratensis,deposition_celkem,39,42,3,2024,14
24_14_8_Suc_B23_2,Succisa_pratensis,deposition_celkem,35,39,4,2024,14
24_14_8_Suc_B23_3,Succisa_pratensis,deposition_celkem,50,58,8,2024,14
24_14_8_Suc_B24_1,Succisa_pratensis,deposition_celkem,61,73,12,2024,14
24_14_8_Suc_B24_2,Succisa_pratensis,deposition_celkem,52,68,16,2024,14
24_14_8_Suc_B24_3,Succisa_pratensis,deposition_celkem,30,35,5,2024,14
24_14_8_Suc_B25_1,Succisa_pratensis,deposition_celkem,14,31,17,2024,14
24_14_8_Suc_B25_2,Succisa_pratensis,deposition_celkem,16,44,28,2024,14
24_14_8_Suc_B25_3,Succisa_pratensis,deposition_celkem,11,45,34,2024,14
24_14_8_Suc_B26_1,Succisa_pratensis,deposition_celkem,10,25,15,2024,14
24_14_8_Suc_B26_2,Succisa_pratensis,deposition_celkem,16,44,28,2024,14
24_14_8_Suc_B26_3,Succisa_pratensis,deposition_celkem,16,36,20,2024,14
24_14_8_Suc_B27_1,Succisa_pratensis,deposition_celkem,21,87,66,2024,14
24_14_8_Suc_B27_2,Succisa_pratensis,deposition_celkem,52,57,5,2024,14
24_14_8_Suc_B27_3,Succisa_pratensis,deposition_celkem,25,30,5,2024,14
24_14_8_Suc_B28_1,Succisa_pratensis,deposition_celkem,17,26,9,2024,14
24_14_8_Suc_B28_2,Succisa_pratensis,deposition_celkem,19,27,8,2024,14
24_14_8_Suc_B28_3,Succisa_pratensis,deposition_celkem,9,10,1,2024,14
24_14_8_Suc_B29_1,Succisa_pratensis,deposition_celkem,20,44,24,2024,14
24_14_8_Suc_B29_2,Succisa_pratensis,deposition_celkem,11,30,19,2024,14
24_14_8_Suc_B29_3,Succisa_pratensis,deposition_celkem,8,49,41,2024,14
24_14_8_Suc_B30_1,Succisa_pratensis,deposition_celkem,51,60,9,2024,14
24_14_8_Suc_B30_2,Succisa_pratensis,deposition_celkem,27,44,17,2024,14
24_14_8_Suc_B30_3,Succisa_pratensis,deposition_celkem,24,47,23,2024,14
24_15_8_Suc_B1_1,Succisa_pratensis,deposition_celkem,53,58,5,2024,15
24_15_8_Suc_B1_2,Succisa_pratensis,deposition_celkem,28,28,0,2024,15
24_15_8_Suc_B1_3,Succisa_pratensis,deposition_celkem,22,22,0,2024,15
24_15_8_Suc_B2_1,Succisa_pratensis,deposition_celkem,14,33,19,2024,15
24_15_8_Suc_B2_2,Succisa_pratensis,deposition_celkem,16,34,18,2024,15
24_15_8_Suc_B2_3,Succisa_pratensis,deposition_celkem,NA,NA,NA,2024,15
24_15_8_Suc_B3_1,Succisa_pratensis,deposition_celkem,2,3,1,2024,15
24_15_8_Suc_B3_2,Succisa_pratensis,deposition_celkem,2,6,4,2024,15
24_15_8_Suc_B3_3,Succisa_pratensis,deposition_celkem,15,15,0,2024,15
24_15_8_Suc_B4_1,Succisa_pratensis,deposition_celkem,44,59,15,2024,15
24_15_8_Suc_B4_2,Succisa_pratensis,deposition_celkem,77,92,15,2024,15
24_15_8_Suc_B4_3,Succisa_pratensis,deposition_celkem,50,63,13,2024,15
24_15_8_Suc_B5_1,Succisa_pratensis,deposition_celkem,30,34,4,2024,15
24_15_8_Suc_B5_2,Succisa_pratensis,deposition_celkem,31,34,3,2024,15
24_15_8_Suc_B5_3,Succisa_pratensis,deposition_celkem,34,34,0,2024,15
24_15_8_Suc_B6_1,Succisa_pratensis,deposition_celkem,39,47,8,2024,15
24_15_8_Suc_B6_2,Succisa_pratensis,deposition_celkem,38,39,1,2024,15
24_15_8_Suc_B6_3,Succisa_pratensis,deposition_celkem,18,20,2,2024,15
24_15_8_Suc_B7_1,Succisa_pratensis,deposition_celkem,23,46,23,2024,15
24_15_8_Suc_B7_2,Succisa_pratensis,deposition_celkem,38,62,24,2024,15
24_15_8_Suc_B7_3,Succisa_pratensis,deposition_celkem,21,43,22,2024,15
24_15_8_Suc_B8_1,Succisa_pratensis,deposition_celkem,8,9,1,2024,15
24_15_8_Suc_B8_2,Succisa_pratensis,deposition_celkem,27,31,4,2024,15
24_15_8_Suc_B8_3,Succisa_pratensis,deposition_celkem,1,8,7,2024,15
24_15_8_Suc_B9_1,Succisa_pratensis,deposition_celkem,16,23,7,2024,15
24_15_8_Suc_B9_2,Succisa_pratensis,deposition_celkem,18,25,7,2024,15
24_15_8_Suc_B9_3,Succisa_pratensis,deposition_celkem,16,21,5,2024,15
24_15_8_Suc_B10_1,Succisa_pratensis,deposition_celkem,31,53,22,2024,15
24_15_8_Suc_B10_2,Succisa_pratensis,deposition_celkem,25,26,1,2024,15
24_15_8_Suc_B10_3,Succisa_pratensis,deposition_celkem,42,46,4,2024,15
24_15_8_Suc_B11_1,Succisa_pratensis,deposition_celkem,9,12,3,2024,15
24_15_8_Suc_B11_2,Succisa_pratensis,deposition_celkem,25,29,4,2024,15
24_15_8_Suc_B11_3,Succisa_pratensis,deposition_celkem,3,4,1,2024,15
24_15_8_Suc_B12_1,Succisa_pratensis,deposition_celkem,42,51,9,2024,15
24_15_8_Suc_B12_2,Succisa_pratensis,deposition_celkem,35,40,5,2024,15
24_15_8_Suc_B12_3,Succisa_pratensis,deposition_celkem,46,51,5,2024,15
24_15_8_Suc_B13_1,Succisa_pratensis,deposition_celkem,7,11,4,2024,15
24_15_8_Suc_B13_2,Succisa_pratensis,deposition_celkem,4,8,4,2024,15
24_15_8_Suc_B13_3,Succisa_pratensis,deposition_celkem,1,14,13,2024,15
24_15_8_Suc_B14_1,Succisa_pratensis,deposition_celkem,45,69,24,2024,15
24_15_8_Suc_B14_2,Succisa_pratensis,deposition_celkem,48,81,33,2024,15
24_15_8_Suc_B14_3,Succisa_pratensis,deposition_celkem,21,34,13,2024,15
24_15_8_Suc_B15_1,Succisa_pratensis,deposition_celkem,28,32,4,2024,15
24_15_8_Suc_B15_2,Succisa_pratensis,deposition_celkem,49,52,3,2024,15
24_15_8_Suc_B15_3,Succisa_pratensis,deposition_celkem,62,65,3,2024,15
24_15_8_Suc_B16_1,Succisa_pratensis,deposition_celkem,15,27,12,2024,15
24_15_8_Suc_B16_2,Succisa_pratensis,deposition_celkem,15,17,2,2024,15
24_15_8_Suc_B16_3,Succisa_pratensis,deposition_celkem,31,31,0,2024,15
24_15_8_Suc_B17_1,Succisa_pratensis,deposition_celkem,24,28,4,2024,15
24_15_8_Suc_B17_2,Succisa_pratensis,deposition_celkem,27,35,8,2024,15
24_15_8_Suc_B17_3,Succisa_pratensis,deposition_celkem,17,20,3,2024,15
24_15_8_Suc_B18_1,Succisa_pratensis,deposition_celkem,14,52,38,2024,15
24_15_8_Suc_B18_2,Succisa_pratensis,deposition_celkem,11,53,42,2024,15
24_15_8_Suc_B18_3,Succisa_pratensis,deposition_celkem,24,43,19,2024,15
24_15_8_Suc_B19_1,Succisa_pratensis,deposition_celkem,0,0,0,2024,15
24_15_8_Suc_B19_2,Succisa_pratensis,deposition_celkem,19,22,3,2024,15
24_15_8_Suc_B19_3,Succisa_pratensis,deposition_celkem,11,16,5,2024,15
24_15_8_Suc_B20_1,Succisa_pratensis,deposition_celkem,NA,NA,NA,2024,15
24_15_8_Suc_B20_2,Succisa_pratensis,deposition_celkem,40,42,2,2024,15
24_15_8_Suc_B20_3,Succisa_pratensis,deposition_celkem,51,54,3,2024,15
24_15_8_Suc_B21_1,Succisa_pratensis,deposition_celkem,9,15,6,2024,15
24_15_8_Suc_B21_2,Succisa_pratensis,deposition_celkem,6,20,14,2024,15
24_15_8_Suc_B21_3,Succisa_pratensis,deposition_celkem,7,40,33,2024,15
24_15_8_Suc_B22_1,Succisa_pratensis,deposition_celkem,25,68,43,2024,15
24_15_8_Suc_B22_2,Succisa_pratensis,deposition_celkem,16,54,38,2024,15
24_15_8_Suc_B22_3,Succisa_pratensis,deposition_celkem,24,58,34,2024,15
24_15_8_Suc_B23_1,Succisa_pratensis,deposition_celkem,8,47,39,2024,15
24_15_8_Suc_B23_2,Succisa_pratensis,deposition_celkem,20,23,3,2024,15
24_15_8_Suc_B23_3,Succisa_pratensis,deposition_celkem,22,29,7,2024,15
24_15_8_Suc_B24_1,Succisa_pratensis,deposition_celkem,21,24,3,2024,15
24_15_8_Suc_B24_2,Succisa_pratensis,deposition_celkem,19,36,17,2024,15
24_15_8_Suc_B24_3,Succisa_pratensis,deposition_celkem,14,28,14,2024,15
24_15_8_Suc_B25_1,Succisa_pratensis,deposition_celkem,38,42,4,2024,15
24_15_8_Suc_B25_2,Succisa_pratensis,deposition_celkem,21,30,9,2024,15
24_15_8_Suc_B25_3,Succisa_pratensis,deposition_celkem,36,37,1,2024,15
24_15_8_Suc_B26_1,Succisa_pratensis,deposition_celkem,0,0,0,2024,15
24_15_8_Suc_B26_2,Succisa_pratensis,deposition_celkem,0,0,0,2024,15
24_15_8_Suc_B26_3,Succisa_pratensis,deposition_celkem,0,0,0,2024,15
24_15_8_Suc_B27_1,Succisa_pratensis,deposition_celkem,43,47,4,2024,15
24_15_8_Suc_B27_2,Succisa_pratensis,deposition_celkem,28,40,12,2024,15
24_15_8_Suc_B27_3,Succisa_pratensis,deposition_celkem,33,37,4,2024,15
24_15_8_Suc_B28_1,Succisa_pratensis,deposition_celkem,41,59,18,2024,15
24_15_8_Suc_B28_2,Succisa_pratensis,deposition_celkem,41,45,4,2024,15
24_15_8_Suc_B28_3,Succisa_pratensis,deposition_celkem,37,74,37,2024,15
24_15_8_Suc_B29_1,Succisa_pratensis,deposition_celkem,25,29,4,2024,15
24_15_8_Suc_B29_2,Succisa_pratensis,deposition_celkem,44,48,4,2024,15
24_15_8_Suc_B29_3,Succisa_pratensis,deposition_celkem,28,35,7,2024,15
24_15_8_Suc_B30_1,Succisa_pratensis,deposition_celkem,30,39,9,2024,15
24_15_8_Suc_B30_2,Succisa_pratensis,deposition_celkem,31,38,7,2024,15
24_15_8_Suc_B30_3,Succisa_pratensis,deposition_celkem,26,36,10,2024,15
24_16_8_Suc_B1_1,Succisa_pratensis,deposition_celkem,39,105,66,2024,16
24_16_8_Suc_B1_2,Succisa_pratensis,deposition_celkem,NA,NA,NA,2024,16
24_16_8_Suc_B1_3,Succisa_pratensis,deposition_celkem,NA,NA,NA,2024,16
24_16_8_Suc_B2_1,Succisa_pratensis,deposition_celkem,NA,NA,NA,2024,16
24_16_8_Suc_B2_2,Succisa_pratensis,deposition_celkem,NA,NA,NA,2024,16
24_16_8_Suc_B2_3,Succisa_pratensis,deposition_celkem,NA,NA,NA,2024,16
24_16_8_Suc_B3_1,Succisa_pratensis,deposition_celkem,NA,NA,NA,2024,16
24_16_8_Suc_B3_2,Succisa_pratensis,deposition_celkem,NA,NA,NA,2024,16
24_16_8_Suc_B3_3,Succisa_pratensis,deposition_celkem,NA,NA,NA,2024,16
24_16_8_Suc_B4_1,Succisa_pratensis,deposition_celkem,60,70,10,2024,16
24_16_8_Suc_B4_2,Succisa_pratensis,deposition_celkem,49,95,46,2024,16
24_16_8_Suc_B4_3,Succisa_pratensis,deposition_celkem,0,0,0,2024,16
24_16_8_Suc_B5_1,Succisa_pratensis,deposition_celkem,6,6,0,2024,16
24_16_8_Suc_B5_2,Succisa_pratensis,deposition_celkem,2,3,1,2024,16
24_16_8_Suc_B5_3,Succisa_pratensis,deposition_celkem,0,0,0,2024,16
24_16_8_Suc_B6_1,Succisa_pratensis,deposition_celkem,11,28,17,2024,16
24_16_8_Suc_B6_2,Succisa_pratensis,deposition_celkem,16,33,17,2024,16
24_16_8_Suc_B6_3,Succisa_pratensis,deposition_celkem,27,50,23,2024,16
24_16_8_Suc_B7_1,Succisa_pratensis,deposition_celkem,46,52,6,2024,16
24_16_8_Suc_B7_2,Succisa_pratensis,deposition_celkem,36,50,14,2024,16
24_16_8_Suc_B7_3,Succisa_pratensis,deposition_celkem,26,40,14,2024,16
24_16_8_Suc_B8_1,Succisa_pratensis,deposition_celkem,40,58,18,2024,16
24_16_8_Suc_B8_2,Succisa_pratensis,deposition_celkem,7,28,21,2024,16
24_16_8_Suc_B8_3,Succisa_pratensis,deposition_celkem,46,74,28,2024,16
24_16_8_Suc_B9_1,Succisa_pratensis,deposition_celkem,22,43,21,2024,16
24_16_8_Suc_B9_2,Succisa_pratensis,deposition_celkem,5,22,17,2024,16
24_16_8_Suc_B9_3,Succisa_pratensis,deposition_celkem,9,107,98,2024,16
24_16_8_Suc_B10_1,Succisa_pratensis,deposition_celkem,21,33,12,2024,16
24_16_8_Suc_B10_2,Succisa_pratensis,deposition_celkem,16,37,21,2024,16
24_16_8_Suc_B10_3,Succisa_pratensis,deposition_celkem,14,32,18,2024,16
24_16_8_Suc_B11_1,Succisa_pratensis,deposition_celkem,0,0,0,2024,16
24_16_8_Suc_B11_2,Succisa_pratensis,deposition_celkem,14,20,6,2024,16
24_16_8_Suc_B11_3,Succisa_pratensis,deposition_celkem,1,6,5,2024,16
24_16_8_Suc_B12_1,Succisa_pratensis,deposition_celkem,20,22,2,2024,16
24_16_8_Suc_B12_2,Succisa_pratensis,deposition_celkem,0,0,0,2024,16
24_16_8_Suc_B12_3,Succisa_pratensis,deposition_celkem,0,0,0,2024,16
24_16_8_Suc_B13_1,Succisa_pratensis,deposition_celkem,24,25,1,2024,16
24_16_8_Suc_B13_2,Succisa_pratensis,deposition_celkem,38,39,1,2024,16
24_16_8_Suc_B13_3,Succisa_pratensis,deposition_celkem,39,45,6,2024,16
24_16_8_Suc_B14_1,Succisa_pratensis,deposition_celkem,40,40,0,2024,16
24_16_8_Suc_B14_2,Succisa_pratensis,deposition_celkem,12,15,3,2024,16
24_16_8_Suc_B14_3,Succisa_pratensis,deposition_celkem,35,37,2,2024,16
24_16_8_Suc_B15_1,Succisa_pratensis,deposition_celkem,25,46,21,2024,16
24_16_8_Suc_B15_2,Succisa_pratensis,deposition_celkem,29,45,16,2024,16
24_16_8_Suc_B15_3,Succisa_pratensis,deposition_celkem,35,47,12,2024,16
24_16_8_Suc_B16_1,Succisa_pratensis,deposition_celkem,0,0,0,2024,16
24_16_8_Suc_B16_2,Succisa_pratensis,deposition_celkem,0,0,0,2024,16
24_16_8_Suc_B16_3,Succisa_pratensis,deposition_celkem,0,0,0,2024,16
24_16_8_Suc_B17_1,Succisa_pratensis,deposition_celkem,33,44,11,2024,16
24_16_8_Suc_B17_2,Succisa_pratensis,deposition_celkem,30,49,19,2024,16
24_16_8_Suc_B17_3,Succisa_pratensis,deposition_celkem,15,43,28,2024,16
24_16_8_Suc_B18_1,Succisa_pratensis,deposition_celkem,31,42,11,2024,16
24_16_8_Suc_B18_2,Succisa_pratensis,deposition_celkem,34,38,4,2024,16
24_16_8_Suc_B18_3,Succisa_pratensis,deposition_celkem,34,40,6,2024,16
24_16_8_Suc_B19_1,Succisa_pratensis,deposition_celkem,30,33,3,2024,16
24_16_8_Suc_B19_2,Succisa_pratensis,deposition_celkem,40,78,38,2024,16
24_16_8_Suc_B19_3,Succisa_pratensis,deposition_celkem,34,41,7,2024,16
24_16_8_Suc_B20_1,Succisa_pratensis,deposition_celkem,1,25,24,2024,16
24_16_8_Suc_B20_2,Succisa_pratensis,deposition_celkem,4,6,2,2024,16
24_16_8_Suc_B20_3,Succisa_pratensis,deposition_celkem,0,0,0,2024,16
24_16_8_Suc_B21_1,Succisa_pratensis,deposition_celkem,48,48,0,2024,16
24_16_8_Suc_B21_2,Succisa_pratensis,deposition_celkem,48,48,0,2024,16
24_16_8_Suc_B21_3,Succisa_pratensis,deposition_celkem,34,34,0,2024,16
24_16_8_Suc_B22_1,Succisa_pratensis,deposition_celkem,1,8,7,2024,16
24_16_8_Suc_B22_2,Succisa_pratensis,deposition_celkem,15,33,18,2024,16
24_16_8_Suc_B22_3,Succisa_pratensis,deposition_celkem,20,33,13,2024,16
24_16_8_Suc_B23_1,Succisa_pratensis,deposition_celkem,18,20,2,2024,16
24_16_8_Suc_B23_2,Succisa_pratensis,deposition_celkem,56,81,25,2024,16
24_16_8_Suc_B23_3,Succisa_pratensis,deposition_celkem,57,73,16,2024,16
24_16_8_Suc_B24_1,Succisa_pratensis,deposition_celkem,12,41,29,2024,16
24_16_8_Suc_B24_2,Succisa_pratensis,deposition_celkem,15,32,17,2024,16
24_16_8_Suc_B24_3,Succisa_pratensis,deposition_celkem,21,27,6,2024,16
24_16_8_Suc_B25_1,Succisa_pratensis,deposition_celkem,33,39,6,2024,16
24_16_8_Suc_B25_2,Succisa_pratensis,deposition_celkem,76,76,0,2024,16
24_16_8_Suc_B25_3,Succisa_pratensis,deposition_celkem,44,44,0,2024,16
24_16_8_Suc_B26_1,Succisa_pratensis,deposition_celkem,43,51,8,2024,16
24_16_8_Suc_B26_2,Succisa_pratensis,deposition_celkem,22,42,20,2024,16
24_16_8_Suc_B26_3,Succisa_pratensis,deposition_celkem,57,78,21,2024,16
24_16_8_Suc_B27_1,Succisa_pratensis,deposition_celkem,16,26,10,2024,16
24_16_8_Suc_B27_2,Succisa_pratensis,deposition_celkem,24,28,4,2024,16
24_16_8_Suc_B27_3,Succisa_pratensis,deposition_celkem,24,24,0,2024,16
24_16_8_Suc_B28_1,Succisa_pratensis,deposition_celkem,39,43,4,2024,16
24_16_8_Suc_B28_2,Succisa_pratensis,deposition_celkem,31,34,3,2024,16
24_16_8_Suc_B28_3,Succisa_pratensis,deposition_celkem,28,31,3,2024,16
24_16_8_Suc_B29_1,Succisa_pratensis,deposition_celkem,36,49,13,2024,16
24_16_8_Suc_B29_2,Succisa_pratensis,deposition_celkem,50,71,21,2024,16
24_16_8_Suc_B29_3,Succisa_pratensis,deposition_celkem,36,90,54,2024,16
24_16_8_Suc_B30_1,Succisa_pratensis,deposition_celkem,1,1,0,2024,16
24_16_8_Suc_B30_2,Succisa_pratensis,deposition_celkem,93,97,4,2024,16
24_16_8_Suc_B30_3,Succisa_pratensis,deposition_celkem,22,23,1,2024,16
